Syntax version=4
Thu Apr 23 10:47:48 2026
Starting process (10000000 clocks per sec)

LogRawData=false
VarHeader=1
D:		particles_03	particles_05	particles_10	particles_100	particles_25	particles_50	baseline
D:	time(ms)	(0x200004a4,4)	(0x200004a8,4)	(0x200004ac,4)	(0x200004b0,4)	(0x200004b4,4)	(0x200004b8,4)	(0x20000070,6)
D:	13628.38	0	0	0	0	0	0	8.412864
D:	13629.30	0	0	0	0	0	0	8.361548
D:	13630.28	0	0	0	0	0	0	8.549264
D:	13631.12	0	0	0	0	0	0	8.402864
D:	13631.96	0	0	0	0	0	0	8.374922
D:	13632.87	0	0	0	0	0	0	8.423550
D:	13633.78	0	0	0	0	0	0	8.285819
D:	13634.64	0	0	0	0	0	0	8.252755
D:	13635.49	0	0	0	0	0	0	8.382393
D:	13636.36	0	0	0	0	0	0	8.342275
D:	13637.22	0	0	0	0	0	0	8.331362
D:	13638.01	0	0	0	0	0	0	8.327410
D:	13638.85	0	0	0	0	0	0	8.182356
D:	13639.68	0	0	0	0	0	0	8.245893
D:	13640.58	0	0	0	0	0	0	8.383657
D:	13641.38	0	0	0	0	0	0	8.385309
D:	13642.22	0	0	0	0	0	0	8.314762
D:	13643.07	0	0	0	0	0	0	8.396025
D:	13643.91	0	0	0	0	0	0	8.438967
D:	13644.72	0	0	0	0	0	0	8.360144
D:	13645.54	0	0	0	0	0	0	8.346125
D:	13646.39	0	0	0	0	0	0	8.249032
D:	13647.42	0	0	0	0	0	0	8.298114
D:	13648.22	0	0	0	0	0	0	8.323436
D:	13649.02	0	0	0	0	0	0	8.317724
D:	13649.81	0	0	0	0	0	0	8.306672
D:	13650.62	0	0	0	0	0	0	8.383402
D:	13651.46	0	0	0	0	0	0	8.431376
D:	13652.27	0	0	0	0	0	0	8.427104
D:	13653.07	0	0	0	0	0	0	8.404654
D:	13653.85	0	0	0	0	0	0	8.502055
D:	13654.68	0	0	0	0	0	0	8.481499
D:	13655.53	0	0	0	0	0	0	8.522541
D:	13656.34	0	0	0	0	0	0	8.455000
D:	13657.14	0	0	0	0	0	0	8.294046
D:	13657.92	0	0	0	0	0	0	8.291770
D:	13658.74	0	0	0	0	0	0	8.230124
D:	13659.74	0	0	0	0	0	0	8.209918
D:	13660.56	0	0	0	0	0	0	8.105020
D:	13661.42	0	0	0	0	0	0	8.147223
D:	13662.32	0	0	0	0	0	0	8.221432
D:	13663.32	0	0	0	0	0	0	8.321025
D:	13664.22	0	0	0	0	0	0	8.305904
D:	13665.04	0	0	0	0	0	0	8.326694
D:	13666.01	0	0	0	0	0	0	8.330154
D:	13666.88	0	0	0	0	0	0	8.447083
D:	13667.77	0	0	0	0	0	0	8.325851
D:	13668.65	0	0	0	0	0	0	8.279185
D:	13669.58	0	0	0	0	0	0	8.312736
D:	13670.42	0	0	0	0	0	0	8.296831
D:	13671.28	0	0	0	0	0	0	8.244297
D:	13672.13	0	0	0	0	0	0	8.251828
D:	13673.01	0	0	0	0	0	0	8.278520
D:	13673.99	0	0	0	0	0	0	8.236388
D:	13674.87	0	0	0	0	0	0	8.384216
D:	13675.73	0	0	0	0	0	0	8.522898
D:	13676.61	0	0	0	0	0	0	8.534067
D:	13677.60	0	0	0	0	0	0	8.381804
D:	13678.50	0	0	0	0	0	0	8.400846
D:	13679.37	0	0	0	0	0	0	8.329993
D:	13680.23	0	0	0	0	0	0	8.204593
D:	13681.09	0	0	0	0	0	0	8.156610
D:	13681.98	0	0	0	0	0	0	8.240434
D:	13682.84	0	0	0	0	0	0	8.148793
D:	13683.85	0	0	0	0	0	0	8.219392
D:	13684.81	0	0	0	0	0	0	8.224858
D:	13685.66	0	0	0	0	0	0	8.149104
D:	13686.58	0	0	0	0	0	0	8.157379
D:	13687.44	0	0	0	0	0	0	8.171490
D:	13688.29	0	0	0	0	0	0	8.164024
D:	13689.13	0	0	0	0	0	0	8.218642
D:	13689.99	0	0	0	0	0	0	8.229741
D:	13690.83	0	0	0	0	0	0	8.241955
D:	13691.81	0	0	0	0	0	0	8.322175
D:	13692.89	0	0	0	0	0	0	8.280953
D:	13693.73	0	0	0	0	0	0	8.318260
D:	13694.65	0	0	0	0	0	0	8.424789
D:	13695.56	0	0	0	0	0	0	8.326521
D:	13696.47	0	0	0	0	0	0	8.496989
D:	13697.36	0	0	0	0	0	0	8.393521
D:	13698.22	0	0	0	0	0	0	8.399049
D:	13699.07	0	0	0	0	0	0	8.553424
D:	13699.91	0	0	0	0	0	0	8.420199
D:	13700.78	0	0	0	0	0	0	8.341259
D:	13701.67	0	0	0	0	0	0	8.406131
D:	13702.62	0	0	0	0	0	0	8.275399
D:	13703.51	0	0	0	0	0	0	8.332363
D:	13704.36	0	0	0	0	0	0	8.391303
D:	13705.22	0	0	0	0	0	0	8.428103
D:	13706.03	0	0	0	0	0	0	8.364691
D:	13706.82	0	0	0	0	0	0	8.454402
D:	13707.77	0	0	0	0	0	0	8.435788
D:	13708.60	0	0	0	0	0	0	8.382757
D:	13709.40	0	0	0	0	0	0	8.521250
D:	13710.35	0	0	0	0	0	0	8.594555
D:	13711.21	0	0	0	0	0	0	8.597679
D:	13711.97	0	0	0	0	0	0	8.601443
D:	13712.75	0	0	0	0	0	0	8.572822
D:	13713.54	0	0	0	0	0	0	8.626933
D:	13714.36	0	0	0	0	0	0	8.713200
D:	13715.22	0	0	0	0	0	0	8.713400
D:	13716.24	0	0	0	0	0	0	8.693999
D:	13717.02	0	0	0	0	0	0	8.558115
D:	13717.81	0	0	0	0	0	0	8.472518
D:	13718.62	0	0	0	0	0	0	8.440205
D:	13719.47	0	0	0	0	0	0	8.441180
D:	13720.27	0	0	0	0	0	0	8.423341
D:	13721.06	0	0	0	0	0	0	8.345653
D:	13721.85	0	0	0	0	0	0	8.453713
D:	13722.68	0	0	0	0	0	0	8.493638
D:	13723.56	0	0	0	0	0	0	8.456711
D:	13724.34	0	0	0	0	0	0	8.559597
D:	13725.22	0	0	0	0	0	0	8.560355
D:	13726.07	0	0	0	0	0	0	8.591140
D:	13726.93	0	0	0	0	0	0	8.529001
D:	13727.82	0	0	0	0	0	0	8.410695
D:	13728.69	0	0	0	0	0	0	8.326450
D:	13729.55	0	0	0	0	0	0	8.387214
D:	13730.35	0	0	0	0	0	0	8.451625
D:	13731.22	0	0	0	0	0	0	8.299508
D:	13732.03	0	0	0	0	0	0	8.298065
D:	13732.97	0	0	0	0	0	0	8.278852
D:	13733.88	0	0	0	0	0	0	8.200806
D:	13734.71	0	0	0	0	0	0	8.155388
D:	13735.57	0	0	0	0	0	0	8.138547
D:	13736.40	0	0	0	0	0	0	8.127764
D:	13737.22	0	0	0	0	0	0	8.194095
D:	13738.05	0	0	0	0	0	0	8.148942
D:	13738.89	0	0	0	0	0	0	8.158505
D:	13739.74	0	0	0	0	0	0	8.128388
D:	13740.58	0	0	0	0	0	0	8.143842
D:	13741.52	0	0	0	0	0	0	8.111878
D:	13742.37	0	0	0	0	0	0	8.206500
D:	13743.22	0	0	0	0	0	0	8.368025
D:	13744.22	0	0	0	0	0	0	8.399042
D:	13745.11	0	0	0	0	0	0	8.315152
D:	13745.98	0	0	0	0	0	0	8.312987
D:	13746.86	0	0	0	0	0	0	8.313663
D:	13747.75	0	0	0	0	0	0	8.433326
D:	13748.65	0	0	0	0	0	0	8.455708
D:	13749.58	0	0	0	0	0	0	8.426274
D:	13750.44	0	0	0	0	0	0	8.260443
D:	13751.37	0	0	0	0	0	0	8.202667
D:	13752.33	0	0	0	0	0	0	8.171968
D:	13753.22	0	0	0	0	0	0	8.261455
D:	13754.06	0	0	0	0	0	0	8.164222
D:	13754.91	0	0	0	0	0	0	8.180420
D:	13755.75	0	0	0	0	0	0	8.180811
D:	13756.64	0	0	0	0	0	0	8.088262
D:	13757.49	0	0	0	0	0	0	8.091680
D:	13758.36	0	0	0	0	0	0	8.203503
D:	13759.25	0	0	0	0	0	0	8.052782
D:	13760.22	0	0	0	0	0	0	8.027031
D:	13761.26	0	0	0	0	0	0	8.173985
D:	13762.33	0	0	0	0	0	0	8.254611
D:	13763.22	0	0	0	0	0	0	8.242652
D:	13764.22	0	0	0	0	0	0	8.216372
D:	13765.10	0	0	0	0	0	0	8.212137
D:	13765.98	0	0	0	0	0	0	8.155318
D:	13766.82	0	0	0	0	0	0	8.161610
D:	13767.76	0	0	0	0	0	0	8.152809
D:	13768.68	0	0	0	0	0	0	8.200330
D:	13769.58	0	0	0	0	0	0	8.236932
D:	13770.41	0	0	0	0	0	0	8.282765
D:	13771.22	0	0	0	0	0	0	8.235856
D:	13772.01	0	0	0	0	0	0	8.232318
D:	13772.80	0	0	0	0	0	0	8.270155
D:	13773.68	0	0	0	0	0	0	8.305468
D:	13774.56	0	0	0	0	0	0	8.349447
D:	13775.41	0	0	0	0	0	0	8.207133
D:	13776.23	0	0	0	0	0	0	8.301191
D:	13777.02	0	0	0	0	0	0	8.245475
D:	13777.82	0	0	0	0	0	0	8.322047
D:	13778.65	0	0	0	0	0	0	8.278823
D:	13779.67	0	0	0	0	0	0	8.229772
D:	13780.46	0	0	0	0	0	0	8.251018
D:	13781.34	0	0	0	0	0	0	8.339147
D:	13782.13	0	0	0	0	0	0	8.357759
D:	13782.93	0	0	0	0	0	0	8.333634
D:	13783.71	0	0	0	0	0	0	8.334495
D:	13784.54	0	0	0	0	0	0	8.341420
D:	13785.35	0	0	0	0	0	0	8.295189
D:	13786.22	0	0	0	0	0	0	8.277627
D:	13786.99	0	0	0	0	0	0	8.324109
D:	13787.78	0	0	0	0	0	0	8.370141
D:	13788.65	0	0	0	0	0	0	8.400803
D:	13789.67	0	0	0	0	0	0	8.325544
D:	13790.47	0	0	0	0	0	0	8.272193
D:	13791.27	0	0	0	0	0	0	8.405125
D:	13792.15	0	0	0	0	0	0	8.503373
D:	13793.02	0	0	0	0	0	0	8.515759
D:	13793.83	0	0	0	0	0	0	8.526602
D:	13794.74	0	0	0	0	0	0	8.411154
D:	13795.56	0	0	0	0	0	0	8.381069
D:	13796.36	0	0	0	0	0	0	8.239702
D:	13797.22	0	0	0	0	0	0	8.279770
D:	13798.03	0	0	0	0	0	0	8.404395
D:	13798.86	0	0	0	0	0	0	8.572224
D:	13799.72	0	0	0	0	0	0	8.530873
D:	13800.56	0	0	0	0	0	0	8.595232
D:	13801.38	0	0	0	0	0	0	8.653344
D:	13802.22	0	0	0	0	0	0	8.527249
D:	13803.06	0	0	0	0	0	0	8.495021
D:	13803.93	0	0	0	0	0	0	8.492944
D:	13804.81	0	0	0	0	0	0	8.420832
D:	13805.68	0	0	0	0	0	0	8.409750
D:	13806.58	0	0	0	0	0	0	8.364536
D:	13807.43	0	0	0	0	0	0	8.217367
D:	13808.30	0	0	0	0	0	0	8.281585
D:	13809.14	0	0	0	0	0	0	8.371726
D:	13809.99	0	0	0	0	0	0	8.461473
D:	13810.95	0	0	0	0	0	0	8.523241
D:	13811.80	0	0	0	0	0	0	8.389719
D:	13812.66	0	0	0	0	0	0	8.473669
D:	13813.65	0	0	0	0	0	0	8.473873
D:	13814.66	0	0	0	0	0	0	8.372177
D:	13815.58	0	0	0	0	0	0	8.449681
D:	13816.42	0	0	0	0	0	0	8.434749
D:	13817.29	0	0	0	0	0	0	8.453258
D:	13818.22	0	0	0	0	0	0	8.414994
D:	13819.14	0	0	0	0	0	0	8.325057
D:	13819.99	0	0	0	0	0	0	8.226989
D:	13820.84	0	0	0	0	0	0	8.170381
D:	13821.75	0	0	0	0	0	0	8.201780
D:	13822.63	0	0	0	0	0	0	8.138831
D:	13823.50	0	0	0	0	0	0	8.173304
D:	13824.36	0	0	0	0	0	0	8.193979
D:	13825.33	0	0	0	0	0	0	8.133005
D:	13826.37	0	0	0	0	0	0	8.217169
D:	13827.22	0	0	0	0	0	0	8.268181
D:	13828.05	0	0	0	0	0	0	8.160001
D:	13828.91	0	0	0	0	0	0	8.275218
D:	13829.79	0	0	0	0	0	0	8.316942
D:	13830.63	0	0	0	0	0	0	8.361992
D:	13831.51	0	0	0	0	0	0	8.319453
D:	13832.37	0	0	0	0	0	0	8.327663
D:	13833.23	0	0	0	0	0	0	8.327847
D:	13834.06	0	0	0	0	0	0	8.379133
D:	13834.95	0	0	0	0	0	0	8.381094
D:	13835.88	0	0	0	0	0	0	8.357562
D:	13836.73	0	0	0	0	0	0	8.331706
D:	13837.58	0	0	0	0	0	0	8.269433
D:	13838.40	0	0	0	0	0	0	8.300173
D:	13839.22	0	0	0	0	0	0	8.246846
D:	13840.07	0	0	0	0	0	0	8.259293
D:	13840.92	0	0	0	0	0	0	8.290968
D:	13841.72	0	0	0	0	0	0	8.286222
D:	13842.60	0	0	0	0	0	0	8.246228
D:	13843.40	0	0	0	0	0	0	8.214454
D:	13844.22	0	0	0	0	0	0	8.241334
D:	13845.01	0	0	0	0	0	0	8.214628
D:	13845.92	0	0	0	0	0	0	8.254072
D:	13846.89	0	0	0	0	0	0	8.245280
D:	13847.69	0	0	0	0	0	0	8.270247
D:	13848.56	0	0	0	0	0	0	8.291252
D:	13849.35	0	0	0	0	0	0	8.331475
D:	13850.22	0	0	0	0	0	0	8.257723
D:	13851.03	0	0	0	0	0	0	8.092762
D:	13851.81	0	0	0	0	0	0	8.135818
D:	13852.64	0	0	0	0	0	0	8.251129
D:	13853.42	0	0	0	0	0	0	8.197543
D:	13854.22	0	0	0	0	0	0	8.180426
D:	13855.00	0	0	0	0	0	0	8.297858
D:	13855.81	0	0	0	0	0	0	8.268421
D:	13856.61	0	0	0	0	0	0	8.227298
D:	13857.40	0	0	0	0	0	0	8.140146
D:	13858.42	0	0	0	0	0	0	8.182780
D:	13859.39	0	0	0	0	0	0	8.269756
D:	13860.22	0	0	0	0	0	0	8.437239
D:	13861.03	0	0	0	0	0	0	8.431303
D:	13861.82	0	0	0	0	0	0	8.381209
D:	13862.61	0	0	0	0	0	0	8.508137
D:	13863.41	0	0	0	0	0	0	8.408702
D:	13864.21	0	0	0	0	0	0	8.409381
D:	13865.02	0	0	0	0	0	0	8.398045
D:	13865.81	0	0	0	0	0	0	8.319848
D:	13866.62	0	0	0	0	0	0	8.355515
D:	13867.42	0	0	0	0	0	0	8.407297
D:	13868.28	0	0	0	0	0	0	8.537832
D:	13869.11	0	0	0	0	0	0	8.537259
D:	13869.95	0	0	0	0	0	0	8.388870
D:	13870.78	0	0	0	0	0	0	8.362292
D:	13871.63	0	0	0	0	0	0	8.337093
D:	13872.49	0	0	0	0	0	0	8.292299
D:	13873.37	0	0	0	0	0	0	8.358385
D:	13874.33	0	0	0	0	0	0	8.349219
D:	13875.22	0	0	0	0	0	0	8.365958
D:	13876.06	0	0	0	0	0	0	8.282974
D:	13876.95	0	0	0	0	0	0	8.273576
D:	13877.82	0	0	0	0	0	0	8.275461
D:	13878.66	0	0	0	0	0	0	8.094182
D:	13879.59	0	0	0	0	0	0	8.111346
D:	13880.50	0	0	0	0	0	0	8.206795
D:	13881.37	0	0	0	0	0	0	8.125746
D:	13882.23	0	0	0	0	0	0	8.212811
D:	13883.08	0	0	0	0	0	0	8.276962
D:	13883.93	0	0	0	0	0	0	8.241210
D:	13884.78	0	0	0	0	0	0	8.200477
D:	13885.67	0	0	0	0	0	0	8.320620
D:	13886.58	0	0	0	0	0	0	8.249642
D:	13887.42	0	0	0	0	0	0	8.265870
D:	13888.29	0	0	0	0	0	0	8.374956
D:	13889.13	0	0	0	0	0	0	8.488982
D:	13889.98	0	0	0	0	0	0	8.499622
D:	13890.83	0	0	0	0	0	0	8.430622
D:	13891.74	0	0	0	0	0	0	8.389734
D:	13892.63	0	0	0	0	0	0	8.390487
D:	13893.50	0	0	0	0	0	0	8.410614
D:	13894.42	0	0	0	0	0	0	8.350950
D:	13895.37	0	0	0	0	0	0	8.338555
D:	13896.28	0	0	0	0	0	0	8.344455
D:	13897.14	0	0	0	0	0	0	8.375020
D:	13897.97	0	0	0	0	0	0	8.281446
D:	13898.82	0	0	0	0	0	0	8.326883
D:	13899.74	0	0	0	0	0	0	8.288234
D:	13900.59	0	0	0	0	0	0	8.273919
D:	13901.42	0	0	0	0	0	0	8.450220
D:	13902.32	0	0	0	0	0	0	8.550132
D:	13903.22	0	0	0	0	0	0	8.554171
D:	13904.06	0	0	0	0	0	0	8.665301
D:	13904.89	0	0	0	0	0	0	8.662424
D:	13905.74	0	0	0	0	0	0	8.492122
D:	13906.56	0	0	0	0	0	0	8.317640
D:	13907.41	0	0	0	0	0	0	8.387596
D:	13908.36	0	0	0	0	0	0	8.475278
D:	13909.29	0	0	0	0	0	0	8.421952
D:	13910.15	0	0	0	0	0	0	8.512840
D:	13910.94	0	0	0	0	0	0	8.428551
D:	13911.74	0	0	0	0	0	0	8.304292
D:	13912.55	0	0	0	0	0	0	8.195982
D:	13913.36	0	0	0	0	0	0	8.274521
D:	13914.22	0	0	0	0	0	0	8.354478
D:	13915.02	0	0	0	0	0	0	8.352788
D:	13915.89	0	0	0	0	0	0	8.371528
D:	13916.69	0	0	0	0	0	0	8.207292
D:	13917.52	0	0	0	0	0	0	8.121996
D:	13918.36	0	0	0	0	0	0	8.066417
D:	13919.22	0	0	0	0	0	0	8.087832
D:	13920.01	0	0	0	0	0	0	8.111880
D:	13920.79	0	0	0	0	0	0	8.118147
D:	13921.60	0	0	0	0	0	0	8.048865
D:	13922.40	0	0	0	0	0	0	8.073282
D:	13923.22	0	0	0	0	0	0	8.140419
D:	13924.00	0	0	0	0	0	0	8.242326
D:	13924.79	0	0	0	0	0	0	8.240637
D:	13925.67	0	0	0	0	0	0	8.320733
D:	13926.50	0	0	0	0	0	0	8.322579
D:	13927.48	0	0	0	0	0	0	8.349179
D:	13928.37	0	0	0	0	0	0	8.376557
D:	13929.33	0	0	0	0	0	0	8.254379
D:	13930.33	0	0	0	0	0	0	8.230176
D:	13931.30	0	0	0	0	0	0	8.223089
D:	13932.13	0	0	0	0	0	0	8.228272
D:	13932.96	0	0	0	0	0	0	8.213945
D:	13933.78	0	0	0	0	0	0	8.236656
D:	13934.63	0	0	0	0	0	0	8.281601
D:	13935.49	0	0	0	0	0	0	8.280250
D:	13936.39	0	0	0	0	0	0	8.185067
D:	13937.22	0	0	0	0	0	0	8.146002
D:	13938.06	0	0	0	0	0	0	8.062285
D:	13938.90	0	0	0	0	0	0	8.096437
D:	13939.76	0	0	0	0	0	0	7.964566
D:	13940.66	0	0	0	0	0	0	7.866756
D:	13941.62	0	0	0	0	0	0	7.884083
D:	13942.50	0	0	0	0	0	0	8.009769
D:	13943.44	0	0	0	0	0	0	8.040292
D:	13944.32	0	0	0	0	0	0	8.214579
D:	13945.23	0	0	0	0	0	0	8.189111
D:	13946.08	0	0	0	0	0	0	8.132964
D:	13946.94	0	0	0	0	0	0	8.329833
D:	13947.80	0	0	0	0	0	0	8.325089
D:	13948.77	0	0	0	0	0	0	8.392087
D:	13949.67	0	0	0	0	0	0	8.413988
D:	13950.58	0	0	0	0	0	0	8.424757
D:	13951.43	0	0	0	0	0	0	8.416004
D:	13952.30	0	0	0	0	0	0	8.340789
D:	13953.23	0	0	0	0	0	0	8.264080
D:	13954.08	0	0	0	0	0	0	8.371641
D:	13954.94	0	0	0	0	0	0	8.381427
D:	13955.78	0	0	0	0	0	0	8.402903
D:	13956.66	0	0	0	0	0	0	8.333238
D:	13957.50	0	0	0	0	0	0	8.409308
D:	13958.43	0	0	0	0	0	0	8.327899
D:	13959.50	0	0	0	0	0	0	8.377753
D:	13960.40	0	0	0	0	0	0	8.305351
D:	13961.34	0	0	0	0	0	0	8.318199
D:	13962.26	0	0	0	0	0	0	8.454649
D:	13963.31	0	0	0	0	0	0	8.391999
D:	13964.23	0	0	0	0	0	0	8.341918
D:	13965.13	0	0	0	0	0	0	8.335675
D:	13966.02	0	0	0	0	0	0	8.314558
D:	13966.92	0	0	0	0	0	0	8.332805
D:	13967.76	0	0	0	0	0	0	8.254045
D:	13968.63	0	0	0	0	0	0	8.311059
D:	13969.48	0	0	0	0	0	0	8.378600
D:	13970.37	0	0	0	0	0	0	8.511209
D:	13971.22	0	0	0	0	0	0	8.400557
D:	13972.05	0	0	0	0	0	0	8.400758
D:	13972.85	0	0	0	0	0	0	8.420309
D:	13973.71	0	0	0	0	0	0	8.364608
D:	13974.63	0	0	0	0	0	0	8.394581
D:	13975.59	0	0	0	0	0	0	8.382586
D:	13976.48	0	0	0	0	0	0	8.406968
D:	13977.36	0	0	0	0	0	0	8.408965
D:	13978.24	0	0	0	0	0	0	8.331179
D:	13979.13	0	0	0	0	0	0	8.284715
D:	13979.97	0	0	0	0	0	0	8.312301
D:	13980.77	0	0	0	0	0	0	8.284218
D:	13981.62	0	0	0	0	0	0	8.301787
D:	13982.43	0	0	0	0	0	0	8.387991
D:	13983.30	0	0	0	0	0	0	8.281586
D:	13984.10	0	0	0	0	0	0	8.381335
D:	13984.96	0	0	0	0	0	0	8.448982
D:	13985.76	0	0	0	0	0	0	8.334152
D:	13986.62	0	0	0	0	0	0	8.334992
D:	13987.42	0	0	0	0	0	0	8.374939
D:	13988.28	0	0	0	0	0	0	8.321348
D:	13989.08	0	0	0	0	0	0	8.298139
D:	13989.89	0	0	0	0	0	0	8.174541
D:	13990.71	0	0	0	0	0	0	8.154983
D:	13991.55	0	0	0	0	0	0	8.031734
D:	13992.50	0	0	0	0	0	0	8.106450
D:	13993.38	0	0	0	0	0	0	8.084518
D:	13994.23	0	0	0	0	0	0	8.022696
D:	13995.09	0	0	0	0	0	0	8.066285
D:	13995.90	0	0	0	0	0	0	8.053261
D:	13996.70	0	0	0	0	0	0	8.069124
D:	13997.56	0	0	0	0	0	0	8.141313
D:	13998.36	0	0	0	0	0	0	8.112744
D:	13999.22	0	0	0	0	0	0	8.054462
D:	14000.06	0	0	0	0	0	0	8.015086
D:	14000.86	0	0	0	0	0	0	8.158928
D:	14001.70	0	0	0	0	0	0	8.198619
D:	14002.59	0	0	0	0	0	0	8.244751
D:	14003.40	0	0	0	0	0	0	8.383533
D:	14004.28	0	0	0	0	0	0	8.372525
D:	14005.08	0	0	0	0	0	0	8.301473
D:	14005.88	0	0	0	0	0	0	8.390488
D:	14006.71	0	0	0	0	0	0	8.337859
D:	14007.56	0	0	0	0	0	0	8.324993
D:	14008.37	0	0	0	0	0	0	8.283761
D:	14009.22	0	0	0	0	0	0	8.325103
D:	14010.03	0	0	0	0	0	0	8.325788
D:	14010.90	0	0	0	0	0	0	8.306931
D:	14011.72	0	0	0	0	0	0	8.335088
D:	14012.55	0	0	0	0	0	0	8.411906
D:	14013.35	0	0	0	0	0	0	8.426551
D:	14014.22	0	0	0	0	0	0	8.437833
D:	14015.22	0	0	0	0	0	0	8.407250
D:	14016.00	0	0	0	0	0	0	8.363927
D:	14016.87	0	0	0	0	0	0	8.327332
D:	14017.72	0	0	0	0	0	0	8.311105
D:	14018.61	0	0	0	0	0	0	8.190700
D:	14019.42	0	0	0	0	0	0	8.288897
D:	14020.23	0	0	0	0	0	0	8.311035
D:	14021.02	0	0	0	0	0	0	8.283538
D:	14021.87	0	0	0	0	0	0	8.367818
D:	14022.74	0	0	0	0	0	0	8.399981
D:	14023.58	0	0	0	0	0	0	8.446607
D:	14024.38	0	0	0	0	0	0	8.477354
D:	14025.22	0	0	0	0	0	0	8.416299
D:	14026.23	0	0	0	0	0	0	8.341909
D:	14027.12	0	0	0	0	0	0	8.288876
D:	14028.10	0	0	0	0	0	0	8.310849
D:	14029.02	0	0	0	0	0	0	8.313622
D:	14029.88	0	0	0	0	0	0	8.348801
D:	14030.70	0	0	0	0	0	0	8.137118
D:	14031.60	0	0	0	0	0	0	8.045893
D:	14032.44	0	0	0	0	0	0	7.987727
D:	14033.36	0	0	0	0	0	0	8.108996
D:	14034.22	0	0	0	0	0	0	8.121605
D:	14035.03	0	0	0	0	0	0	8.085936
D:	14035.85	0	0	0	0	0	0	8.050676
D:	14036.73	0	0	0	0	0	0	8.122972
D:	14037.61	0	0	0	0	0	0	8.138286
D:	14038.43	0	0	0	0	0	0	8.072328
D:	14039.32	0	0	0	0	0	0	8.117503
D:	14040.12	0	0	0	0	0	0	8.152479
D:	14040.93	0	0	0	0	0	0	8.130310
D:	14041.87	0	0	0	0	0	0	8.165602
D:	14042.74	0	0	0	0	0	0	8.163092
D:	14043.61	0	0	0	0	0	0	8.268248
D:	14044.53	0	0	0	0	0	0	8.319970
D:	14045.40	0	0	0	0	0	0	8.308513
D:	14046.22	0	0	0	0	0	0	8.298635
D:	14047.04	0	0	0	0	0	0	8.325706
D:	14047.88	0	0	0	0	0	0	8.293651
D:	14048.76	0	0	0	0	0	0	8.376066
D:	14049.58	0	0	0	0	0	0	8.388035
D:	14050.38	0	0	0	0	0	0	8.423045
D:	14051.22	0	0	0	0	0	0	8.418805
D:	14052.04	0	0	0	0	0	0	8.371090
D:	14052.87	0	0	0	0	0	0	8.379560
D:	14053.73	0	0	0	0	0	0	8.321960
D:	14054.56	0	0	0	0	0	0	8.346928
D:	14055.38	0	0	0	0	0	0	8.267761
D:	14056.23	0	0	0	0	0	0	8.313740
D:	14057.04	0	0	0	0	0	0	8.158842
D:	14057.88	0	0	0	0	0	0	8.096709
D:	14058.72	0	0	0	0	0	0	8.238229
D:	14059.70	0	0	0	0	0	0	8.229468
D:	14060.56	0	0	0	0	0	0	8.332291
D:	14061.44	0	0	0	0	0	0	8.500143
D:	14062.36	0	0	0	0	0	0	8.387579
D:	14063.23	0	0	0	0	0	0	8.451108
D:	14064.05	0	0	0	0	0	0	8.420590
D:	14064.86	0	0	0	0	0	0	8.453519
D:	14065.71	0	0	0	0	0	0	8.596837
D:	14066.56	0	0	0	0	0	0	8.553380
D:	14067.39	0	0	0	0	0	0	8.501180
D:	14068.24	0	0	0	0	0	0	8.511534
D:	14069.14	0	0	0	0	0	0	8.754662
D:	14069.95	0	0	0	0	0	0	8.934196
D:	14070.76	0	0	0	0	0	0	8.809839
D:	14071.58	0	0	0	0	0	0	8.774278
D:	14072.38	0	0	0	0	0	0	8.640244
D:	14073.22	0	0	0	0	0	0	8.714619
D:	14074.03	0	0	0	0	0	0	8.654252
D:	14074.84	0	0	0	0	0	0	8.593831
D:	14075.73	0	0	0	0	0	0	8.542958
D:	14076.58	0	0	0	0	0	0	8.449817
D:	14077.43	0	0	0	0	0	0	8.299434
D:	14078.36	0	0	0	0	0	0	8.277163
D:	14079.23	0	0	0	0	0	0	8.198326
D:	14080.04	0	0	0	0	0	0	8.164437
D:	14080.87	0	0	0	0	0	0	8.191362
D:	14081.72	0	0	0	0	0	0	8.147709
D:	14082.61	0	0	0	0	0	0	8.127496
D:	14083.49	0	0	0	0	0	0	8.197757
D:	14084.36	0	0	0	0	0	0	8.221488
D:	14085.23	0	0	0	0	0	0	8.217536
D:	14086.02	0	0	0	0	0	0	8.179832
D:	14086.84	0	0	0	0	0	0	8.209057
D:	14087.74	0	0	0	0	0	0	8.287479
D:	14088.57	0	0	0	0	0	0	8.342757
D:	14089.38	0	0	0	0	0	0	8.380747
D:	14090.23	0	0	0	0	0	0	8.430723
D:	14091.09	0	0	0	0	0	0	8.468442
D:	14091.90	0	0	0	0	0	0	8.427293
D:	14092.73	0	0	0	0	0	0	8.323658
D:	14093.65	0	0	0	0	0	0	8.346306
D:	14094.51	0	0	0	0	0	0	8.362188
D:	14095.49	0	0	0	0	0	0	8.349467
D:	14096.37	0	0	0	0	0	0	8.239523
D:	14097.23	0	0	0	0	0	0	8.329136
D:	14098.00	0	0	0	0	0	0	8.365993
D:	14098.79	0	0	0	0	0	0	8.395318
D:	14099.61	0	0	0	0	0	0	8.408967
D:	14100.42	0	0	0	0	0	0	8.370837
D:	14101.22	0	0	0	0	0	0	8.394408
D:	14102.08	0	0	0	0	0	0	8.377613
D:	14102.89	0	0	0	0	0	0	8.444117
