Syntax version=4
Thu Apr 23 10:47:48 2026
Starting process (10000000 clocks per sec)

LogRawData=false
VarHeader=1
D:		particles_03	particles_05	particles_10	particles_100	particles_25	particles_50	baseline
D:	time(ms)	(0x200004a4,4)	(0x200004a8,4)	(0x200004ac,4)	(0x200004b0,4)	(0x200004b4,4)	(0x200004b8,4)	(0x20000070,6)
D:	31368.12	0	0	0	0	0	0	8.486945
D:	31368.93	0	0	0	0	0	0	8.388497
D:	31369.79	0	0	0	0	0	0	8.330070
D:	31370.59	0	0	0	0	0	0	8.268168
D:	31371.40	0	0	0	0	0	0	8.249577
D:	31372.31	0	0	0	0	0	0	8.273431
D:	31373.20	0	0	0	0	0	0	8.246655
D:	31374.01	0	0	0	0	0	0	8.280834
D:	31374.81	0	0	0	0	0	0	8.339282
D:	31375.68	0	0	0	0	0	0	8.435012
D:	31376.58	0	0	0	0	0	0	8.401567
D:	31377.39	0	0	0	0	0	0	8.502609
D:	31378.20	0	0	0	0	0	0	8.487866
D:	31379.03	0	0	0	0	0	0	8.465255
D:	31379.82	0	0	0	0	0	0	8.485046
D:	31380.68	0	0	0	0	0	0	8.453753
D:	31381.46	0	0	0	0	0	0	8.427785
D:	31382.28	0	0	0	0	0	0	8.429120
D:	31383.08	0	0	0	0	0	0	8.406540
D:	31383.88	0	0	0	0	0	0	8.413680
D:	31384.81	0	0	0	0	0	0	8.403001
D:	31385.68	0	0	0	0	0	0	8.328689
D:	31386.49	0	0	0	0	0	0	8.251957
D:	31387.29	0	0	0	0	0	0	8.396010
D:	31388.30	0	0	0	0	0	0	8.412781
D:	31389.22	0	0	0	0	0	0	8.420314
D:	31390.02	0	0	0	0	0	0	8.454745
D:	31390.81	0	0	0	0	0	0	8.434673
D:	31391.59	0	0	0	0	0	0	8.352155
D:	31392.41	0	0	0	0	0	0	8.331820
D:	31393.20	0	0	0	0	0	0	8.413487
D:	31394.01	0	0	0	0	0	0	8.398805
D:	31394.87	0	0	0	0	0	0	8.466783
D:	31395.89	0	0	0	0	0	0	8.434896
D:	31396.74	0	0	0	0	0	0	8.519990
D:	31397.55	0	0	0	0	0	0	8.533854
D:	31398.36	0	0	0	0	0	0	8.622202
D:	31399.17	0	0	0	0	0	0	8.582705
D:	31400.09	0	0	0	0	0	0	8.696361
D:	31400.95	0	0	0	0	0	0	8.649063
D:	31401.82	0	0	0	0	0	0	8.664246
D:	31402.69	0	0	0	0	0	0	8.533364
D:	31403.54	0	0	0	0	0	0	8.539536
D:	31404.35	0	0	0	0	0	0	8.434078
D:	31405.17	0	0	0	0	0	0	8.554489
D:	31406.02	0	0	0	0	0	0	8.500785
D:	31406.81	0	0	0	0	0	0	8.470586
D:	31407.60	0	0	0	0	0	0	8.510448
D:	31408.39	0	0	0	0	0	0	8.549968
D:	31409.21	0	0	0	0	0	0	8.551687
D:	31410.00	0	0	0	0	0	0	8.576508
D:	31410.86	0	0	0	0	0	0	8.765257
D:	31411.90	0	0	0	0	0	0	8.772973
D:	31412.74	0	0	0	0	0	0	8.711314
D:	31413.55	0	0	0	0	0	0	8.604475
D:	31414.37	0	0	0	0	0	0	8.615450
D:	31415.15	0	0	0	0	0	0	8.481147
D:	31416.03	0	0	0	0	0	0	8.458666
D:	31416.86	0	0	0	0	0	0	8.455573
D:	31417.68	0	0	0	0	0	0	8.368520
D:	31418.51	0	0	0	0	0	0	8.453922
D:	31419.33	0	0	0	0	0	0	8.397671
D:	31420.17	0	0	0	0	0	0	8.422874
D:	31421.01	0	0	0	0	0	0	8.401786
D:	31421.81	0	0	0	0	0	0	8.402705
D:	31422.68	0	0	0	0	0	0	8.447387
D:	31423.69	0	0	0	0	0	0	8.489701
D:	31424.48	0	0	0	0	0	0	8.488822
D:	31425.27	0	0	0	0	0	0	8.510271
D:	31426.07	0	0	0	0	0	0	8.604271
D:	31426.95	0	0	0	0	0	0	8.580017
D:	31427.83	0	0	0	0	0	0	8.632822
D:	31428.68	0	0	0	0	0	0	8.768110
D:	31429.49	0	0	0	0	0	0	8.927735
D:	31430.30	0	0	0	0	0	0	8.886136
D:	31431.20	0	0	0	0	0	0	8.900422
D:	31432.03	0	0	0	0	0	0	8.906275
D:	31432.95	0	0	0	0	0	0	8.948961
D:	31433.81	0	0	0	0	0	0	8.962724
D:	31434.69	0	0	0	0	0	0	8.975803
D:	31435.47	0	0	0	0	0	0	8.889286
D:	31436.53	0	0	0	0	0	0	8.687809
D:	31437.42	0	0	0	0	0	0	8.685943
D:	31438.22	0	0	0	0	0	0	8.707130
D:	31439.03	0	0	0	0	0	0	8.615502
D:	31439.83	0	0	0	0	0	0	8.523302
D:	31440.68	0	0	0	0	0	0	8.602680
D:	31441.46	0	0	0	0	0	0	8.598660
D:	31442.26	0	0	0	0	0	0	8.590083
D:	31443.07	0	0	0	0	0	0	8.508528
D:	31443.86	0	0	0	0	0	0	8.427811
D:	31444.68	0	0	0	0	0	0	8.432409
D:	31445.47	0	0	0	0	0	0	8.442650
D:	31446.40	0	0	0	0	0	0	8.439436
D:	31447.28	0	0	0	0	0	0	8.324865
D:	31448.14	0	0	0	0	0	0	8.443323
D:	31448.93	0	0	0	0	0	0	8.606465
D:	31449.81	0	0	0	0	0	0	8.636907
D:	31450.69	0	0	0	0	0	0	8.674432
D:	31451.48	0	0	0	0	0	0	8.881753
D:	31452.27	0	0	0	0	0	0	8.817308
D:	31453.09	0	0	0	0	0	0	8.820063
D:	31453.91	0	0	0	0	0	0	8.776046
D:	31454.90	0	0	0	0	0	0	8.695298
D:	31455.75	0	0	0	0	0	0	8.641372
D:	31456.58	0	0	0	0	0	0	8.499916
D:	31457.42	0	0	0	0	0	0	8.483346
D:	31458.26	0	0	0	0	0	0	8.463369
D:	31459.11	0	0	0	0	0	0	8.531210
D:	31459.97	0	0	0	0	0	0	8.575984
D:	31460.84	0	0	0	0	0	0	8.589190
D:	31461.71	0	0	0	0	0	0	8.556293
D:	31462.57	0	0	0	0	0	0	8.617032
D:	31463.46	0	0	0	0	0	0	8.605533
D:	31464.30	0	0	0	0	0	0	8.725402
D:	31465.23	0	0	0	0	0	0	8.633059
D:	31466.22	0	0	0	0	0	0	8.564079
D:	31467.16	0	0	0	0	0	0	8.623911
D:	31468.05	0	0	0	0	0	0	8.627152
D:	31468.91	0	0	0	0	0	0	8.668914
D:	31469.83	0	0	0	0	0	0	8.690377
D:	31470.69	0	0	0	0	0	0	8.683555
D:	31471.53	0	0	0	0	0	0	8.763418
D:	31472.39	0	0	0	0	0	0	8.755603
D:	31473.28	0	0	0	0	0	0	8.783008
D:	31474.21	0	0	0	0	0	0	8.805151
D:	31475.13	0	0	0	0	0	0	8.805073
D:	31476.09	0	0	0	0	0	0	8.700312
D:	31476.97	0	0	0	0	0	0	8.686752
D:	31477.84	0	0	0	0	0	0	8.640572
D:	31478.69	0	0	0	0	0	0	8.658071
D:	31479.56	0	0	0	0	0	0	8.719901
D:	31480.45	0	0	0	0	0	0	8.738106
D:	31481.29	0	0	0	0	0	0	8.686524
D:	31482.27	0	0	0	0	0	0	8.595439
D:	31483.11	0	0	0	0	0	0	8.545057
D:	31484.00	0	0	0	0	0	0	8.567677
D:	31484.96	0	0	0	0	0	0	8.575192
D:	31485.88	0	0	0	0	0	0	8.491527
D:	31486.83	0	0	0	0	0	0	8.504634
D:	31487.69	0	0	0	0	0	0	8.445423
D:	31488.52	0	0	0	0	0	0	8.413480
D:	31489.35	0	0	0	0	0	0	8.429016
D:	31490.20	0	0	0	0	0	0	8.534618
D:	31491.04	0	0	0	0	0	0	8.453096
D:	31491.90	0	0	0	0	0	0	8.437486
D:	31492.78	0	0	0	0	0	0	8.407928
D:	31493.61	0	0	0	0	0	0	8.339550
D:	31494.45	0	0	0	0	0	0	8.400525
D:	31495.27	0	0	0	0	0	0	8.482507
D:	31496.09	0	0	0	0	0	0	8.477922
D:	31496.95	0	0	0	0	0	0	8.699568
D:	31497.83	0	0	0	0	0	0	8.585217
D:	31498.83	0	0	0	0	0	0	8.643979
D:	31499.69	0	0	0	0	0	0	8.669640
D:	31500.49	0	0	0	0	0	0	8.642570
D:	31501.36	0	0	0	0	0	0	8.576046
D:	31502.30	0	0	0	0	0	0	8.662426
D:	31503.16	0	0	0	0	0	0	8.580273
D:	31504.01	0	0	0	0	0	0	8.488542
D:	31504.83	0	0	0	0	0	0	8.405097
D:	31505.69	0	0	0	0	0	0	8.382091
D:	31506.47	0	0	0	0	0	0	8.413425
D:	31507.24	0	0	0	0	0	0	8.520156
D:	31508.07	0	0	0	0	0	0	8.550373
D:	31508.88	0	0	0	0	0	0	8.526593
D:	31509.68	0	0	0	0	0	0	8.535851
D:	31510.47	0	0	0	0	0	0	8.553122
D:	31511.26	0	0	0	0	0	0	8.523577
D:	31512.07	0	0	0	0	0	0	8.519419
D:	31512.87	0	0	0	0	0	0	8.557191
D:	31513.69	0	0	0	0	0	0	8.572794
D:	31514.47	0	0	0	0	0	0	8.579507
D:	31515.28	0	0	0	0	0	0	8.645571
D:	31516.12	0	0	0	0	0	0	8.569991
D:	31516.94	0	0	0	0	0	0	8.456348
D:	31517.74	0	0	0	0	0	0	8.471358
D:	31518.54	0	0	0	0	0	0	8.410455
D:	31519.34	0	0	0	0	0	0	8.419755
D:	31520.17	0	0	0	0	0	0	8.407439
D:	31521.02	0	0	0	0	0	0	8.451747
D:	31521.82	0	0	0	0	0	0	8.540998
D:	31522.69	0	0	0	0	0	0	8.397317
D:	31523.50	0	0	0	0	0	0	8.293473
D:	31524.31	0	0	0	0	0	0	8.326631
D:	31525.18	0	0	0	0	0	0	8.272238
D:	31526.04	0	0	0	0	0	0	8.381451
D:	31526.85	0	0	0	0	0	0	8.331615
D:	31527.71	0	0	0	0	0	0	8.419713
D:	31528.56	0	0	0	0	0	0	8.409438
D:	31529.61	0	0	0	0	0	0	8.454432
D:	31530.56	0	0	0	0	0	0	8.473302
D:	31531.42	0	0	0	0	0	0	8.467502
D:	31532.25	0	0	0	0	0	0	8.629967
D:	31533.19	0	0	0	0	0	0	8.569360
D:	31534.07	0	0	0	0	0	0	8.421362
D:	31534.98	0	0	0	0	0	0	8.401942
D:	31535.84	0	0	0	0	0	0	8.409028
D:	31536.76	0	0	0	0	0	0	8.481444
D:	31537.69	0	0	0	0	0	0	8.557951
D:	31538.54	0	0	0	0	0	0	8.540208
D:	31539.39	0	0	0	0	0	0	8.464637
D:	31540.25	0	0	0	0	0	0	8.451740
D:	31541.11	0	0	0	0	0	0	8.428575
D:	31542.05	0	0	0	0	0	0	8.291822
D:	31542.91	0	0	0	0	0	0	8.431509
D:	31543.85	0	0	0	0	0	0	8.299261
D:	31544.70	0	0	0	0	0	0	8.249147
D:	31545.56	0	0	0	0	0	0	8.257863
D:	31546.42	0	0	0	0	0	0	8.171532
D:	31547.26	0	0	0	0	0	0	8.238619
D:	31548.12	0	0	0	0	0	0	8.284494
D:	31549.09	0	0	0	0	0	0	8.432445
D:	31550.10	0	0	0	0	0	0	8.372689
D:	31551.01	0	0	0	0	0	0	8.381022
D:	31551.91	0	0	0	0	0	0	8.335210
D:	31553.06	0	0	0	0	0	0	8.402170
D:	31553.89	0	0	0	0	0	0	8.344675
D:	31554.76	0	0	0	0	0	0	8.443218
D:	31555.59	0	0	0	0	0	0	8.418860
D:	31556.45	0	0	0	0	0	0	8.450644
D:	31557.30	0	0	0	0	0	0	8.338304
D:	31558.20	0	0	0	0	0	0	8.440814
D:	31559.05	0	0	0	0	0	0	8.439311
D:	31559.86	0	0	0	0	0	0	8.434333
D:	31560.69	0	0	0	0	0	0	8.360188
D:	31561.49	0	0	0	0	0	0	8.418592
D:	31562.29	0	0	0	0	0	0	8.399293
D:	31563.16	0	0	0	0	0	0	8.477298
D:	31564.02	0	0	0	0	0	0	8.563203
D:	31564.98	0	0	0	0	0	0	8.492993
D:	31565.83	0	0	0	0	0	0	8.475508
D:	31566.74	0	0	0	0	0	0	8.530905
D:	31567.51	0	0	0	0	0	0	8.512136
D:	31568.32	0	0	0	0	0	0	8.461740
D:	31569.16	0	0	0	0	0	0	8.463142
D:	31570.02	0	0	0	0	0	0	8.362556
D:	31570.96	0	0	0	0	0	0	8.371755
D:	31571.81	0	0	0	0	0	0	8.372399
D:	31572.60	0	0	0	0	0	0	8.331055
D:	31573.39	0	0	0	0	0	0	8.360057
D:	31574.18	0	0	0	0	0	0	8.404921
D:	31575.01	0	0	0	0	0	0	8.500117
D:	31575.82	0	0	0	0	0	0	8.548889
D:	31576.59	0	0	0	0	0	0	8.507890
D:	31577.40	0	0	0	0	0	0	8.584034
D:	31578.18	0	0	0	0	0	0	8.539285
D:	31579.01	0	0	0	0	0	0	8.459906
D:	31579.86	0	0	0	0	0	0	8.429125
D:	31580.69	0	0	0	0	0	0	8.442162
D:	31581.57	0	0	0	0	0	0	8.381553
D:	31582.43	0	0	0	0	0	0	8.322751
D:	31583.21	0	0	0	0	0	0	8.257861
D:	31584.09	0	0	0	0	0	0	8.211819
D:	31584.96	0	0	0	0	0	0	8.275343
D:	31585.83	0	0	0	0	0	0	8.165348
D:	31586.69	0	0	0	0	0	0	8.224017
D:	31587.52	0	0	0	0	0	0	8.230307
D:	31588.36	0	0	0	0	0	0	8.296494
D:	31589.22	0	0	0	0	0	0	8.349470
D:	31590.06	0	0	0	0	0	0	8.442746
D:	31591.03	0	0	0	0	0	0	8.434123
D:	31591.89	0	0	0	0	0	0	8.412862
D:	31592.76	0	0	0	0	0	0	8.419474
D:	31593.61	0	0	0	0	0	0	8.390357
D:	31594.50	0	0	0	0	0	0	8.472920
D:	31595.35	0	0	0	0	0	0	8.400429
D:	31596.21	0	0	0	0	0	0	8.389647
D:	31597.07	0	0	0	0	0	0	8.434913
D:	31597.91	0	0	0	0	0	0	8.525593
D:	31598.76	0	0	0	0	0	0	8.502040
D:	31599.79	0	0	0	0	0	0	8.415950
D:	31600.69	0	0	0	0	0	0	8.427717
D:	31601.54	0	0	0	0	0	0	8.406990
D:	31602.39	0	0	0	0	0	0	8.497899
D:	31603.26	0	0	0	0	0	0	8.439777
D:	31604.12	0	0	0	0	0	0	8.291303
D:	31604.97	0	0	0	0	0	0	8.200207
D:	31605.84	0	0	0	0	0	0	8.130264
D:	31606.69	0	0	0	0	0	0	8.187097
D:	31607.61	0	0	0	0	0	0	8.248039
D:	31608.56	0	0	0	0	0	0	8.270901
D:	31609.39	0	0	0	0	0	0	8.305054
D:	31610.23	0	0	0	0	0	0	8.239627
D:	31611.12	0	0	0	0	0	0	8.290593
D:	31611.97	0	0	0	0	0	0	8.308321
D:	31612.84	0	0	0	0	0	0	8.359734
D:	31613.69	0	0	0	0	0	0	8.378515
D:	31614.54	0	0	0	0	0	0	8.517972
D:	31615.45	0	0	0	0	0	0	8.504116
D:	31616.34	0	0	0	0	0	0	8.561879
D:	31617.24	0	0	0	0	0	0	8.583780
D:	31618.11	0	0	0	0	0	0	8.494242
D:	31619.08	0	0	0	0	0	0	8.433415
D:	31619.96	0	0	0	0	0	0	8.522196
D:	31620.85	0	0	0	0	0	0	8.428887
D:	31621.69	0	0	0	0	0	0	8.496934
D:	31622.58	0	0	0	0	0	0	8.437293
D:	31623.47	0	0	0	0	0	0	8.398376
D:	31624.36	0	0	0	0	0	0	8.333200
D:	31625.20	0	0	0	0	0	0	8.261831
D:	31626.04	0	0	0	0	0	0	8.286522
D:	31626.87	0	0	0	0	0	0	8.311224
D:	31627.76	0	0	0	0	0	0	8.395654
D:	31628.55	0	0	0	0	0	0	8.466576
D:	31629.33	0	0	0	0	0	0	8.516800
D:	31630.26	0	0	0	0	0	0	8.542241
D:	31631.07	0	0	0	0	0	0	8.540027
D:	31632.07	0	0	0	0	0	0	8.504623
D:	31632.93	0	0	0	0	0	0	8.513462
D:	31633.83	0	0	0	0	0	0	8.450932
D:	31634.70	0	0	0	0	0	0	8.455475
D:	31635.51	0	0	0	0	0	0	8.475941
D:	31636.36	0	0	0	0	0	0	8.357379
D:	31637.17	0	0	0	0	0	0	8.406131
D:	31638.05	0	0	0	0	0	0	8.429901
D:	31638.82	0	0	0	0	0	0	8.420908
D:	31639.74	0	0	0	0	0	0	8.454506
D:	31640.60	0	0	0	0	0	0	8.424276
D:	31641.40	0	0	0	0	0	0	8.449939
D:	31642.18	0	0	0	0	0	0	8.493877
D:	31643.00	0	0	0	0	0	0	8.494970
D:	31643.81	0	0	0	0	0	0	8.474565
D:	31644.60	0	0	0	0	0	0	8.446839
D:	31645.41	0	0	0	0	0	0	8.527209
D:	31646.21	0	0	0	0	0	0	8.541567
D:	31647.02	0	0	0	0	0	0	8.400064
D:	31647.83	0	0	0	0	0	0	8.742160
D:	31648.69	0	0	0	0	0	0	8.837567
D:	31649.48	0	0	0	0	0	0	8.855531
D:	31650.30	0	0	0	0	0	0	8.880983
D:	31651.19	0	0	0	0	0	0	8.946576
D:	31652.04	0	0	0	0	0	0	8.929864
D:	31652.88	0	0	0	0	0	0	8.909600
D:	31653.69	0	0	0	0	0	0	8.833741
D:	31654.51	0	0	0	0	0	0	8.789365
D:	31655.32	0	0	0	0	0	0	8.744255
D:	31656.21	0	0	0	0	0	0	8.702853
D:	31657.04	0	0	0	0	0	0	8.658473
D:	31657.90	0	0	0	0	0	0	8.598876
D:	31658.76	0	0	0	0	0	0	8.620117
D:	31659.61	0	0	0	0	0	0	8.724361
D:	31660.46	0	0	0	0	0	0	8.784738
D:	31661.31	0	0	0	0	0	0	8.704824
D:	31662.22	0	0	0	0	0	0	8.752052
D:	31663.07	0	0	0	0	0	0	8.684940
D:	31663.91	0	0	0	0	0	0	8.702503
D:	31664.76	0	0	0	0	0	0	8.644047
D:	31665.59	0	0	0	0	0	0	8.752519
D:	31666.44	0	0	0	0	0	0	8.689780
D:	31667.34	0	0	0	0	0	0	8.543307
D:	31668.20	0	0	0	0	0	0	8.536695
D:	31669.22	0	0	0	0	0	0	8.612093
D:	31670.12	0	0	0	0	0	0	8.626433
D:	31670.98	0	0	0	0	0	0	8.637011
D:	31671.85	0	0	0	0	0	0	8.613968
D:	31672.70	0	0	0	0	0	0	8.645384
D:	31673.59	0	0	0	0	0	0	8.665341
D:	31674.46	0	0	0	0	0	0	8.780789
D:	31675.30	0	0	0	0	0	0	8.767902
D:	31676.22	0	0	0	0	0	0	8.795030
D:	31677.05	0	0	0	0	0	0	8.832769
D:	31677.89	0	0	0	0	0	0	8.694427
D:	31678.90	0	0	0	0	0	0	8.615687
D:	31679.84	0	0	0	0	0	0	8.581165
D:	31680.69	0	0	0	0	0	0	8.508416
D:	31681.53	0	0	0	0	0	0	8.530112
D:	31682.40	0	0	0	0	0	0	8.599228
D:	31683.29	0	0	0	0	0	0	8.545839
D:	31684.24	0	0	0	0	0	0	8.495679
D:	31685.14	0	0	0	0	0	0	8.486696
D:	31686.16	0	0	0	0	0	0	8.449951
D:	31687.13	0	0	0	0	0	0	8.391438
D:	31688.05	0	0	0	0	0	0	8.373575
D:	31688.88	0	0	0	0	0	0	8.483232
D:	31689.76	0	0	0	0	0	0	8.549377
D:	31690.70	0	0	0	0	0	0	8.484210
D:	31691.56	0	0	0	0	0	0	8.521087
D:	31692.40	0	0	0	0	0	0	8.438061
D:	31693.24	0	0	0	0	0	0	8.335845
D:	31694.12	0	0	0	0	0	0	8.338924
D:	31694.96	0	0	0	0	0	0	8.379662
D:	31695.82	0	0	0	0	0	0	8.548192
D:	31696.70	0	0	0	0	0	0	8.556058
D:	31697.64	0	0	0	0	0	0	8.615110
D:	31698.55	0	0	0	0	0	0	8.687671
D:	31699.38	0	0	0	0	0	0	8.684222
D:	31700.27	0	0	0	0	0	0	8.761868
D:	31701.22	0	0	0	0	0	0	8.757622
D:	31702.08	0	0	0	0	0	0	8.679884
D:	31702.87	0	0	0	0	0	0	8.593570
D:	31703.69	0	0	0	0	0	0	8.632696
D:	31704.47	0	0	0	0	0	0	8.548567
D:	31705.27	0	0	0	0	0	0	8.443363
D:	31706.08	0	0	0	0	0	0	8.424801
D:	31706.86	0	0	0	0	0	0	8.467930
D:	31707.80	0	0	0	0	0	0	8.479082
D:	31708.79	0	0	0	0	0	0	8.664911
D:	31709.69	0	0	0	0	0	0	8.634523
D:	31710.48	0	0	0	0	0	0	8.619950
D:	31711.27	0	0	0	0	0	0	8.689758
D:	31712.07	0	0	0	0	0	0	8.666148
D:	31712.87	0	0	0	0	0	0	8.672042
D:	31713.69	0	0	0	0	0	0	8.707217
D:	31714.47	0	0	0	0	0	0	8.724504
D:	31715.35	0	0	0	0	0	0	8.842138
D:	31716.20	0	0	0	0	0	0	8.798862
D:	31717.07	0	0	0	0	0	0	8.850406
D:	31717.88	0	0	0	0	0	0	8.759653
D:	31718.89	0	0	0	0	0	0	8.802630
D:	31719.82	0	0	0	0	0	0	8.833695
D:	31720.69	0	0	0	0	0	0	8.779667
D:	31721.49	0	0	0	0	0	0	8.750791
D:	31722.29	0	0	0	0	0	0	8.646206
D:	31723.10	0	0	0	0	0	0	8.538241
D:	31723.91	0	0	0	0	0	0	8.512627
D:	31724.76	0	0	0	0	0	0	8.548326
D:	31725.58	0	0	0	0	0	0	8.453470
D:	31726.43	0	0	0	0	0	0	8.425424
D:	31727.26	0	0	0	0	0	0	8.494675
D:	31728.13	0	0	0	0	0	0	8.426667
D:	31729.06	0	0	0	0	0	0	8.396042
D:	31729.98	0	0	0	0	0	0	8.313825
D:	31730.84	0	0	0	0	0	0	8.407207
D:	31731.69	0	0	0	0	0	0	8.430857
D:	31732.54	0	0	0	0	0	0	8.483315
D:	31733.41	0	0	0	0	0	0	8.554410
D:	31734.44	0	0	0	0	0	0	8.578261
D:	31735.30	0	0	0	0	0	0	8.531906
D:	31736.23	0	0	0	0	0	0	8.324886
D:	31737.12	0	0	0	0	0	0	8.359308
D:	31737.97	0	0	0	0	0	0	8.406778
D:	31738.85	0	0	0	0	0	0	8.441555
D:	31739.85	0	0	0	0	0	0	8.526424
D:	31740.71	0	0	0	0	0	0	8.480268
D:	31741.57	0	0	0	0	0	0	8.473092
D:	31742.46	0	0	0	0	0	0	8.481615
D:	31743.32	0	0	0	0	0	0	8.368278
D:	31744.22	0	0	0	0	0	0	8.277099
D:	31745.09	0	0	0	0	0	0	8.462810
D:	31746.13	0	0	0	0	0	0	8.484871
D:	31747.05	0	0	0	0	0	0	8.552737
D:	31747.89	0	0	0	0	0	0	8.535430
D:	31748.79	0	0	0	0	0	0	8.571437
D:	31749.70	0	0	0	0	0	0	8.492311
D:	31750.58	0	0	0	0	0	0	8.617299
D:	31751.55	0	0	0	0	0	0	8.474139
D:	31752.40	0	0	0	0	0	0	8.511703
D:	31753.25	0	0	0	0	0	0	8.472894
D:	31754.19	0	0	0	0	0	0	8.419620
D:	31755.05	0	0	0	0	0	0	8.365921
D:	31755.88	0	0	0	0	0	0	8.357851
D:	31756.72	0	0	0	0	0	0	8.548157
D:	31757.55	0	0	0	0	0	0	8.550540
D:	31758.41	0	0	0	0	0	0	8.661119
D:	31759.24	0	0	0	0	0	0	8.539619
D:	31760.11	0	0	0	0	0	0	8.557990
D:	31760.94	0	0	0	0	0	0	8.492908
D:	31761.75	0	0	0	0	0	0	8.487329
D:	31762.53	0	0	0	0	0	0	8.505844
D:	31763.40	0	0	0	0	0	0	8.507475
D:	31764.25	0	0	0	0	0	0	8.503510
D:	31765.10	0	0	0	0	0	0	8.534301
D:	31765.96	0	0	0	0	0	0	8.458478
D:	31766.82	0	0	0	0	0	0	8.491110
D:	31767.71	0	0	0	0	0	0	8.726125
D:	31768.69	0	0	0	0	0	0	8.666351
D:	31769.48	0	0	0	0	0	0	8.703406
D:	31770.26	0	0	0	0	0	0	8.588951
D:	31771.08	0	0	0	0	0	0	8.555355
D:	31771.88	0	0	0	0	0	0	8.634969
D:	31772.69	0	0	0	0	0	0	8.636197
D:	31773.53	0	0	0	0	0	0	8.772058
D:	31774.32	0	0	0	0	0	0	8.759461
D:	31775.15	0	0	0	0	0	0	8.672415
D:	31776.01	0	0	0	0	0	0	8.736966
D:	31776.81	0	0	0	0	0	0	8.592999
D:	31777.71	0	0	0	0	0	0	8.583541
D:	31778.69	0	0	0	0	0	0	8.679971
D:	31779.48	0	0	0	0	0	0	8.683021
D:	31780.26	0	0	0	0	0	0	8.798985
D:	31781.15	0	0	0	0	0	0	8.885921
D:	31782.08	0	0	0	0	0	0	8.785824
D:	31782.89	0	0	0	0	0	0	8.760767
D:	31783.69	0	0	0	0	0	0	8.772093
D:	31784.49	0	0	0	0	0	0	8.810354
D:	31785.29	0	0	0	0	0	0	8.773921
D:	31786.19	0	0	0	0	0	0	8.718669
D:	31787.04	0	0	0	0	0	0	8.619303
D:	31788.00	0	0	0	0	0	0	8.610970
D:	31788.96	0	0	0	0	0	0	8.748693
D:	31789.84	0	0	0	0	0	0	8.950220
D:	31790.70	0	0	0	0	0	0	8.856241
D:	31791.54	0	0	0	0	0	0	8.826182
D:	31792.39	0	0	0	0	0	0	8.809474
D:	31793.26	0	0	0	0	0	0	8.791852
D:	31794.17	0	0	0	0	0	0	8.798430
D:	31795.05	0	0	0	0	0	0	8.699921
D:	31795.91	0	0	0	0	0	0	8.731613
D:	31796.77	0	0	0	0	0	0	8.628590
D:	31797.61	0	0	0	0	0	0	8.478026
D:	31798.51	0	0	0	0	0	0	8.478541
D:	31799.37	0	0	0	0	0	0	8.422165
D:	31800.22	0	0	0	0	0	0	8.384346
D:	31801.07	0	0	0	0	0	0	8.381212
D:	31801.98	0	0	0	0	0	0	8.335628
D:	31802.85	0	0	0	0	0	0	8.367638
D:	31803.70	0	0	0	0	0	0	8.291824
D:	31804.55	0	0	0	0	0	0	8.366962
D:	31805.39	0	0	0	0	0	0	8.359644
D:	31806.24	0	0	0	0	0	0	8.416451
D:	31807.21	0	0	0	0	0	0	8.392631
D:	31808.13	0	0	0	0	0	0	8.581648
D:	31808.98	0	0	0	0	0	0	8.549752
D:	31809.85	0	0	0	0	0	0	8.526000
D:	31810.70	0	0	0	0	0	0	8.500626
D:	31811.54	0	0	0	0	0	0	8.576492
D:	31812.39	0	0	0	0	0	0	8.604628
D:	31813.25	0	0	0	0	0	0	8.491163
D:	31814.17	0	0	0	0	0	0	8.674453
D:	31815.12	0	0	0	0	0	0	8.686816
D:	31816.04	0	0	0	0	0	0	8.676721
D:	31817.12	0	0	0	0	0	0	8.662729
D:	31818.02	0	0	0	0	0	0	8.598670
D:	31818.89	0	0	0	0	0	0	8.600279
D:	31819.86	0	0	0	0	0	0	8.669630
D:	31820.76	0	0	0	0	0	0	8.694757
D:	31821.60	0	0	0	0	0	0	8.662773
D:	31822.45	0	0	0	0	0	0	8.464947
D:	31823.31	0	0	0	0	0	0	8.398799
D:	31824.21	0	0	0	0	0	0	8.414804
D:	31825.05	0	0	0	0	0	0	8.317541
D:	31825.87	0	0	0	0	0	0	8.316846
D:	31826.70	0	0	0	0	0	0	8.306347
D:	31827.50	0	0	0	0	0	0	8.357668
D:	31828.30	0	0	0	0	0	0	8.435264
D:	31829.27	0	0	0	0	0	0	8.530841
D:	31830.08	0	0	0	0	0	0	8.501712
D:	31831.14	0	0	0	0	0	0	8.434044
D:	31832.00	0	0	0	0	0	0	8.409916
D:	31833.05	0	0	0	0	0	0	8.526213
D:	31833.83	0	0	0	0	0	0	8.543596
D:	31834.60	0	0	0	0	0	0	8.571216
D:	31835.59	0	0	0	0	0	0	8.625869
D:	31836.60	0	0	0	0	0	0	8.692894
D:	31837.38	0	0	0	0	0	0	8.751036
D:	31838.17	0	0	0	0	0	0	8.627194
D:	31839.08	0	0	0	0	0	0	8.577623
D:	31839.87	0	0	0	0	0	0	8.578206
D:	31840.70	0	0	0	0	0	0	8.627857
D:	31841.48	0	0	0	0	0	0	8.616022
D:	31842.26	0	0	0	0	0	0	8.565688
